4933401J01Rik chr1:3073252-3074322
Itga9 chr9:118606689-118901003
Gm2415 chr9:118890074-118926455
Gm16295 chr9:118924872-118925777
Ctdspl chr9:118926452-119043998
Mir26a-1 chr9:119031795-119031885
Vill chr9:119052777-119071519
Plcd1 chr9:119071526-119093496
Dlec1 chr9:119102477-119148246
Acaa1b chr9:119148022-119157093
Gm10608 chr9:119159160-119161669
Slc22a14 chr9:119169454-119365553
Slc22a13 chr9:119193001-119209105
Slc22a13b-ps chr9:119220487-119231692
Oxsr1 chr9:119238431-119322427
Gm22729 chr9:119306628-119306757
Myd88 chr9:119335933-119340041
Acaa1a chr9:119341293-119350299
Xylb chr9:119357380-119393797
Acvr2b chr9:119402443-119433501
4930516B21Rik chr9:119440277-119444830
Exog chr9:119444922-119465517
Scn5a chr9:119483407-119579016
Scn10a chr9:119608455-119719032
Scn11a chr9:119753762-119825456
Gm2449 chr9:119892702-119894863
Wdr48 chr9:119894894-119926579
Cx3cr1 chr9:119901615-120068283
Gorasp1 chr9:119925672-119937558
Ttc21a chr9:119937605-119967793
Csrnp1 chr9:119971165-119977250
Xirp1 chr9:120013754-120023598
Ccr8 chr9:120092132-120094906
Slc25a38 chr9:120110373-120124504
Rpsa chr9:120127765-120132369
Gm24044 chr9:120128779-120128935
Gm26448 chr9:120129350-120129553
Snora62 chr9:120130414-120130563
Mobp chr9:120149741-120176091
Gm37111 chr9:120182563-120183197
Myrip chr9:120303935-120474841
Eif1b chr9:120492605-120495327
Entpd3 chr9:120539817-120568318
Rpl14 chr9:120571516-120574653
5830454E08Rik chr9:120577345-120578072
Gm23624 chr9:120791464-120791785
1700020M21Rik chr9:120913773-120915252
4930593C16Rik chr9:120924454-120930802
Ctnnb1 chr9:120933399-120960507
Mir7090 chr9:120955085-120955147
Ulk4 chr9:120964453-121277197
Gm22987 chr9:121242341-121242587
Trak1 chr9:121297533-121474918
Cck chr9:121489824-121495689
Lyzl4 chr9:121577842-121642096
Lyzl4os chr9:121587019-121614255
Vipr1 chr9:121642715-121672954
Sec22c chr9:121680046-121705465
Deb1 chr9:121710388-121712921
Nktr chr9:121719175-121756843
E530011L22Rik chr9:121756639-121759943
Zfp651 chr9:121760032-121771742
Klhl40 chr9:121777606-121783819
Hhatl chr9:121784015-121792507
Ccdc13 chr9:121797626-121839461
Gm17163 chr9:121820288-121831193
Higd1a chr9:121848559-121858000
Ackr2 chr9:121898463-121911064
Cyp8b1 chr9:121914355-121916305
1700048O20Rik chr9:121938134-121947014
Fam198a chr9:121950987-121980208
Pomgnt2 chr9:121981605-121996026
Snrk chr9:122117338-122169702
Ano10 chr9:122175878-122294374
Mir8106 chr9:122273889-122274028
RP24-233F22.1 chr9:122296408-122304893
Gm26797 chr9:122306129-122310928
Abhd5 chr9:122351607-122381524
A730085K08Rik chr9:122380574-122398801
9530059O14Rik chr9:122572500-122679596
Mir138-1 chr9:122682875-122682974
Topaz1 chr9:122747345-122802074
Tcaim chr9:122805538-122836334
Gm25341 chr9:122812563-122812831
Gm35549 chr9:122837652-122844035
Zfp445 chr9:122851913-122862128
A530083I20Rik chr9:122885079-122903184
Zkscan7 chr9:122888470-122896124
Zfp105 chr9:122923071-122931028
1110059G10Rik chr9:122945088-122951000
Kif15 chr9:122951080-123018725
Tmem42 chr9:123021325-123023490
Tgm4 chr9:123034740-123067561
Zdhhc3 chr9:123074145-123113205
Exosc7 chr9:123113214-123136129
Clec3b chr9:123150945-123157430
Gm23323 chr9:123162370-123162503
Cdcp1 chr9:123170823-123216038
Tmem158 chr9:123259057-123260789
Lars2 chr9:123366939-123462664
Limd1 chr9:123478700-123521548
Sacm1l chr9:123529881-123592598
Slc6a20b chr9:123593822-123632565
Gm17120 chr9:123635387-123637325
Slc6a20a chr9:123636121-123678885
Gm17200 chr9:123678095-123701046
Ccr9 chr9:123678438-123783457
Lztfl1 chr9:123697011-123717625
Gm17021 chr9:123772184-123790939
Fyco1 chr9:123789509-123851899
Cxcr6 chr9:123806476-123811754
Xcr1 chr9:123852314-123862029
Ccr1 chr9:123962125-123968692
Ccr1l1 chr9:123976948-123978408
Ccr3 chr9:124021970-124031689
Ccr2 chr9:124101949-124113557
Ccr5 chr9:124121542-124127182
2010315B03Rik chr9:124291803-124312696
Nlrp4g chr9:124348830-124354028
Ppp2r3d chr9:124422621-124424154
Gm21836 chr9:124493730-124493793
9230019H11Rik chr10:3119840-3129546
H60c chr10:3256207-3267771
Gm26752 chr10:3364072-3367135
Ppp1r14c chr10:3366149-3464975
Gm24482 chr10:3425022-3425115
Iyd chr10:3540239-3554877
Plekhg1 chr10:3740363-3967303
Gm23023 chr10:3934768-3934877
Mthfd1l chr10:3973117-4167081
Gm25515 chr10:4104312-4104469
Gm25369 chr10:4169886-4170018
Akap12 chr10:4266328-4359468
Zbtb2 chr10:4367073-4388108
Gm21781 chr10:4391586-4396424
Rmnd1 chr10:4401914-4432388
Gm16153 chr10:4409032-4423369
Armt1 chr10:4432466-4455141
Ccdc170 chr10:4482501-4562231
Gm22739 chr10:4484233-4484393
Esr1 chr10:4611988-5005614
Syne1 chr10:5020202-5550692
Gm25694 chr10:5036174-5036456
Gm10097 chr10:5069191-5071975
Gm23573 chr10:5357172-5357279
Myct1 chr10:5593727-5606787
Vip chr10:5639217-5647614
Fbxo5 chr10:5799159-5805600
Mtrf1l chr10:5811886-5823910
Rgs17 chr10:5825662-5922400
Gm10945 chr10:6740628-6761761
Oprm1 chr10:6758505-7038198
Ipcef1 chr10:6885795-7052478
Cnksr3 chr10:7119062-7212237
Ulbp1 chr10:7444872-7473477
Lrp11 chr10:7589816-7625483
Pcmt1 chr10:7629372-7663608
Nup43 chr10:7667502-7678881
Lats1 chr10:7681208-7716458
Katna1 chr10:7725999-7763150
Gm20470 chr10:7743519-7761099
Ginm1 chr10:7767946-7792822
B430219N15Rik chr10:7780184-7781357
Ppil4 chr10:7792890-7823135
Zc3h12d chr10:7832469-7870397
Mir5104 chr10:7836380-7836474
Gm24726 chr10:7848360-7848481
Tab2 chr10:7905652-7956230
Ust chr10:8204752-8518825
Gm24374 chr10:8642933-8643039
Sash1 chr10:8722218-8886070
Gm25410 chr10:8824010-8824147
Gm26674 chr10:8884636-8886878
Gm28904 chr10:9475141-9479298
Gm9930 chr10:9532530-9535681
Samd5 chr10:9627258-9675208
Stxbp5 chr10:9755546-9901079
Gm25635 chr10:9852018-9852149
Gm28905 chr10:9976626-10151476
Gm25682 chr10:10100952-10101116
4930598N05Rik chr10:10184799-10258699
Adgb chr10:10335702-10472326
Rab32 chr10:10545010-10558233
Gm23601 chr10:10663153-10663284
Gm10944 chr10:10681347-10681858
Grm1 chr10:10686058-11082356
Shprh chr10:11149429-11217595
Gm16577 chr10:11212279-11212979
4930432B10Rik chr10:11244789-11281221
Fbxo30 chr10:11281329-11298052
Gm25979 chr10:11330488-11330626
Epm2a chr10:11343403-11459644
Gm9797 chr10:11609256-11610438
Gm22546 chr10:11648004-11648134
Gm22194 chr10:11940972-11941067
Gm25011 chr10:11959879-11960005
Gm23680 chr10:12363409-12363573
Gm25139 chr10:12368622-12368832
Utrn chr10:12382187-12861735
Gm23044 chr10:12793874-12793974
B230208H11Rik chr10:12916678-12923090
Stx11 chr10:12939982-12964259
Sf3b5 chr10:13005342-13009183
Plagl1 chr10:13090787-13131694
Gm27741 chr10:13091580-13091817
Zc2hc1b chr10:13149539-13177991
Ltv1 chr10:13178639-13193137
Phactr2 chr10:13207716-13474396
Fuca2 chr10:13501000-13519035
Pex3 chr10:13523841-13553142
Adat2 chr10:13552893-13563376
Aig1 chr10:13647053-13868980
Gm22995 chr10:13888536-13888643
Hivep2 chr10:13966074-14151374
Gm26835 chr10:13967023-14007405
Gm28289 chr10:14149083-14154446
Gm24343 chr10:14233512-14233623
Gm37299 chr10:14313907-14314733
Adgrg6 chr10:14402582-14545036
Vta1 chr10:14654754-14705560
Gm16234 chr10:14664219-14668318
Nmbr chr10:14705620-14770850
Gje1 chr10:14715622-14718214
B230364G03Rik chr10:14758634-14760720
Gm23892 chr10:14984669-14984799
Gm20125 chr10:16951293-17095782
Gm25382 chr10:17116803-17116900
Cited2 chr10:17723227-17725673
Gm20655 chr10:17790521-17799921
Txlnb chr10:17796255-17845665
Heca chr10:17900465-17948067
Abracl chr10:18011262-18023252
Reps1 chr10:18055860-18125155
Ect2l chr10:18129021-18210890
Ccdc28a chr10:18213675-18234998
Gm10827 chr10:18235052-18238060
Nhsl1 chr10:18318984-18533892
Hebp2 chr10:18540122-18546076
Arfgef3 chr10:18588010-18743758
Gm4922 chr10:18779812-18785011
Perp chr10:18845070-18857073
Gm38175 chr10:18921387-18921677
Tnfaip3 chr10:19000909-19015410
Olig3 chr10:19356559-19358606
Ifngr1 chr10:19591948-19610229
Il22ra2 chr10:19621997-19634681
9230106D20Rik chr10:19644749-19660801
Il20ra chr10:19712586-19760053
Gm25256 chr10:19782853-19782960
Slc35d3 chr10:19847916-19851459
Pex7 chr10:19859928-19907689
Map3k5 chr10:19934471-20142753
Map7 chr10:20148470-20281589
Mir6413 chr10:20297580-20297688
4933406P04Rik chr10:20310505-20312294
Bclaf1 chr10:20312468-20342501
Mtfr2 chr10:20347818-20361669
Pde7b chr10:20398003-20725078
4930403O15Rik chr10:20515326-20518164
Ahi1 chr10:20952546-21080428
Myb chr10:21124935-21160905
Gm26577 chr10:21145093-21154374
Hbs1l chr10:21295978-21368889
Aldh8a1 chr10:21377290-21396585
1700021A07Rik chr10:21419357-21426565
1700020N01Rik chr10:21593144-21622376
Gm5420 chr10:21686410-21707440
Gm29323 chr10:21743866-21747006
Platr6 chr10:21830498-21844851
Gm23839 chr10:21878783-21878892
Sgk1 chr10:21882183-21999903
Gm34267 chr10:22056283-22058630
4930444G20Rik chr10:22066306-22068079
E030030I06Rik chr10:22113049-22149270
Raet1e chr10:22158568-22374139
H60b chr10:22158585-22288849
Gm26740 chr10:22187012-22302835
Gm26581 chr10:22212652-22217241
Raet1d chr10:22360551-22374139
Gm10825 chr10:22402882-22407470
Slc2a12 chr10:22645010-22704285
Tbpl1 chr10:22703878-22731938
Mir7663 chr10:22729371-22729432
Tcf21 chr10:22817278-22820128
Eya4 chr10:23104167-23349895
Gm24655 chr10:23166864-23166971
Rps12 chr10:23785210-23787195
Snora33 chr10:23785346-23785475
Snord100 chr10:23785749-23785823
Gm23130 chr10:23786469-23786543
Slc18b1 chr10:23796985-23827968
Vnn3 chr10:23851461-23869843
Vnn1 chr10:23894687-23905343
Taar1 chr10:23920355-23921469
Taar2 chr10:23938571-23941583
Taar3 chr10:23949557-23950589
Taar4 chr10:23960493-23961537
Taar5 chr10:23970705-23971719
Taar6 chr10:23984608-23985646
Taar7a chr10:23992404-23993481
Taar7b chr10:23999938-24001015
Taar7d chr10:24027221-24028298
Taar7e chr10:24037613-24038690
Taar7f chr10:24049509-24050586
Taar8a chr10:24076499-24077534
Taar8b chr10:24091259-24092294
Taar8c chr10:24100877-24101912
Taar9 chr10:24108487-24109534
Gm15137 chr10:24126068-24132480
Stx7 chr10:24149316-24188959
Moxd1 chr10:24223516-24302790
Gm15271 chr10:24447489-24452657
Gm15270 chr10:24595248-24597108
Ctgf chr10:24595441-24598683
Enpp1 chr10:24637913-24712158
Enpp3 chr10:24773813-24836195
Med23 chr10:24869985-24913681
Gm23410 chr10:24893979-24894086
Mir6905 chr10:24910663-24910733
Arg1 chr10:24915207-24927470
Gm22566 chr10:25054139-25054224
Akap7 chr10:25169089-25299164
Gm25016 chr10:25266044-25266175
Gm26167 chr10:25281599-25281852
Epb41l2 chr10:25359797-25523519
Smlr1 chr10:25527942-25536267
Gm29571 chr10:25536385-25673343
Tmem200a chr10:25991185-26079052
Gm9767 chr10:26078254-26079447
Samd3 chr10:26229706-26272172
L3mbtl3 chr10:26274467-26375185
Gm27754 chr10:26356731-26356857
Gm23757 chr10:26357946-26358046
Arhgap18 chr10:26772476-26918648
Lama2 chr10:26981284-27616843
4930579H20Rik chr10:27389865-27397225
Gm23353 chr10:27452288-27452360
Gm36962 chr10:27613567-27615328
Ptprk chr10:28074819-28597397
Gm22370 chr10:28214038-28214121
Themis chr10:28668359-28883815
Gm22811 chr10:28954148-28954302
2310057J18Rik chr10:28972287-28986303
Gm9996 chr10:29143281-29144194
Soga3 chr10:29143995-29199630
9330159F19Rik chr10:29211642-29230779
Echdc1 chr10:29313165-29346661
Rnf146 chr10:29344177-29362442
Gm25596 chr10:29349584-29349691
Gm24286 chr10:29395035-29395163
Rspo3 chr10:29453108-29535867
Cenpw chr10:30196010-30200540
Gm22623 chr10:30493941-30494048
Trmt11 chr10:30534224-30600749
Hint3 chr10:30608140-30618479
Ncoa7 chr10:30645583-30803107
Gm24189 chr10:30673133-30673227
Hey2 chr10:30832358-30842801
Gm24168 chr10:30942378-30942485
Gm23790 chr10:31163525-31163632
Gm5422 chr10:31248139-31251045
Hddc2 chr10:31313381-31328204
n-R5s76 chr10:31317168-31317281
Tpd52l1 chr10:31332379-31445921
Rnf217 chr10:31493192-31609184
Nkain2 chr10:31689309-32890462
Trdn chr10:33083482-33476709
Clvs2 chr10:33512285-33624769
Gm15939 chr10:33624245-33662432
Sult3a2 chr10:33766423-33782115
Sult3a1 chr10:33863934-33879475
Rsph4a chr10:33905110-33916021
Zufsp chr10:33926935-33951212
Gm17567 chr10:33994988-33995054
Rwdd1 chr10:33996554-34019624
Trappc3l chr10:34037596-34109813
Fam26d chr10:34038783-34044313
Fam26e chr10:34091351-34096519
Fam26f chr10:34126068-34127972
Dse chr10:34151393-34207551
Tspyl1 chr10:34282189-34285275
Gm26564 chr10:34295911-34298907
Tspyl4 chr10:34297441-34301320
Nt5dc1 chr10:34303608-34418552
Col10a1 chr10:34389980-34397085
Frk chr10:34483399-34611226
Gm26341 chr10:35112197-35112331
Amd2 chr10:35708690-35711891
Hs3st5 chr10:36506813-36834397
Gm22554 chr10:36775784-36775931
Hdac2 chr10:36974543-37001889
Gm38231 chr10:37129743-37130090
Marcks chr10:37133374-37138920
5930403N24Rik chr10:37139913-37151315
Gm26535 chr10:37337485-37379652
Gm24710 chr10:37931679-37931780
Gm24889 chr10:38179452-38179584
Gm24297 chr10:38213358-38213426
Gm22911 chr10:38615374-38615481
Rfpl4b chr10:38820540-38821779
Lama4 chr10:38965514-39110188
Fam229b chr10:39118803-39133914
Tube1 chr10:39134022-39151058
Wisp3 chr10:39150970-39163794
Fyn chr10:39369763-39565381
Gm16364 chr10:39556070-39558062
Gm16365 chr10:39558495-39613682
Traf3ip2 chr10:39612933-39655307
E130307A14Rik chr10:39679015-39732006
Rev3l chr10:39732117-39875211
Gm22105 chr10:39749316-39749432
Gm26824 chr10:39864858-39866332
Mfsd4b4 chr10:39890017-39899238
4930547M16Rik chr10:39899328-39907931
Mfsd4b2 chr10:39920381-39926923
Mfsd4b3 chr10:39946906-39960153
Mfsd4b5 chr10:39958060-39986646
Mfsd4b1 chr10:40001574-40025268
Slc16a10 chr10:40033534-40142254
Gm25613 chr10:40109461-40109590
Gm37786 chr10:40219582-40222807
Rpf2 chr10:40223245-40247036
Gtf3c6 chr10:40249202-40257665
Rnu3a chr10:40258466-40258680
Amd1 chr10:40287457-40302188
Cdk19os chr10:40348507-40350103
Cdk19 chr10:40349307-40483818
Slc22a16 chr10:40570335-40604132
Ddo chr10:40630010-40649931
Mettl24 chr10:40683281-40811083
Cdc40 chr10:40831625-40883143
Gm22948 chr10:40875639-40875882
Wasf1 chr10:40883474-40938570
Gpr6 chr10:41069988-41072285
Fig4 chr10:41188171-41303241
Gm25526 chr10:41216044-41216176
Ak9 chr10:41351710-41434534
Gm25626 chr10:41387899-41388006
Gm27783 chr10:41408172-41408277
Zbtb24 chr10:41450395-41465571
Mical1 chr10:41476313-41487032
Smpd2 chr10:41487171-41490340
Ppil6 chr10:41490438-41514284
Cd164 chr10:41519413-41531048
Gm29096 chr10:41538848-41716634
Ccdc162 chr10:41539291-41606595
Gm17196 chr10:41553761-41556552
5730435O14Rik chr10:41568015-41576476
Gm29095 chr10:41610006-41612837
Mir3473b chr10:41670738-41670793
Cep57l1 chr10:41718839-41809871
BC048559 chr10:41746745-41753913
Sesn1 chr10:41810573-41908424
Armc2 chr10:41914989-42018436
Foxo3 chr10:42181840-42276755
Gm23533 chr10:42309774-42310019
Lace1 chr10:42312584-42478565
Gm25277 chr10:42493422-42493746
Snx3 chr10:42502029-42535381
Nr2e1 chr10:42561962-42583632
Ostm1 chr10:42583834-42702459
Gm15200 chr10:42698035-42698518
Gm15199 chr10:42740538-42758660
Sec63 chr10:42761495-42832514
Gm26860 chr10:42761595-42763635
Gm26464 chr10:42820462-42820767
Scml4 chr10:42860369-42960780
Sobp chr10:43002499-43174530
Gm29245 chr10:43154215-43155631
Gm29246 chr10:43173262-43173958
9030612E09Rik chr10:43174703-43176562
Pdss2 chr10:43221485-43464882
Bend3 chr10:43479139-43515396
Gm9803 chr10:43524101-43524617
1700021F05Rik chr10:43525120-43540994
Cd24a chr10:43579168-43584262
F930017D23Rik chr10:43593426-43630916
Qrsl1 chr10:43874187-43901745
Rtn4ip1 chr10:43901806-43947862
Aim1 chr10:43950306-44148853
Atg5 chr10:44268357-44364291
Mir1929 chr10:44359675-44359768
Prdm1 chr10:44437176-44458748
Gm22087 chr10:44597239-44597327
Gm27977 chr10:44668383-44668494
Gm22503 chr10:44732352-44732467
Gm24271 chr10:44922066-44922177
Prep chr10:45067205-45158997
Gm23766 chr10:45095628-45095708
Gm27723 chr10:45247086-45247149
Gm26016 chr10:45268602-45268731
Gm15934 chr10:45287310-45289424
Popdc3 chr10:45289304-45318452
Bves chr10:45335761-45369708
Lin28b chr10:45376619-45470201
Gm27731 chr10:45537243-45537350
Hace1 chr10:45577828-45712345
Gm27410 chr10:45816746-45816861
Gm25740 chr10:46377608-46377715
Gm23481 chr10:46658507-46658638
Gm25650 chr10:46838345-46838507
Gm23584 chr10:48437821-48437950
Gm24256 chr10:48619311-48619395
Grik2 chr10:49099459-49788766
Gm26543 chr10:49219421-49225653
Ascc3 chr10:50592668-50851202
Gm23883 chr10:50866074-50866364
Sim1 chr10:50895650-50989152
Gm26257 chr10:51182298-51182405
Lilr4b chr10:51480631-51486316
Lilrb4a chr10:51480639-51496613
Fam162b chr10:51585419-51590480
Gprc6a chr10:51614822-51631458
Rfx6 chr10:51677755-51730429
4933411G06Rik chr10:51756172-51757194
Gm23906 chr10:51888624-51888752
Vgll2 chr10:52022501-52028471
Gm24084 chr10:52032250-52032387
Ros1 chr10:52045925-52195244
Dcbld1 chr10:52233618-52321378
Gopc chr10:52337023-52382124
Gm26741 chr10:52358766-52358853
Nepn chr10:52391607-52404607
Nus1 chr10:52417546-52440192
Slc35f1 chr10:52690532-53111622
Gm25664 chr10:52905637-52905744
Cep85l chr10:53278080-53379851
Pln chr10:53337685-53345999
Tmem229b-ps chr10:53474963-53475467
Mcm9 chr10:53536328-53630439
Asf1a chr10:53596960-53609213
Fam184a chr10:53633144-53750880
Man1a chr10:53904787-54075796
Gm16998 chr10:54075921-54081081
Gm26177 chr10:54311224-54311331
Gm25602 chr10:54712975-54713037
Tbc1d32 chr10:56014297-56228689
Msl3l2 chr10:56106916-56116880
Gja1 chr10:56377299-56390419
Gm9956 chr10:56745133-56748254
Gm24285 chr10:57174029-57174129
4930467K11Rik chr10:57478380-57486353
Hsf2 chr10:57486384-57513133
Serinc1 chr10:57515773-57532530
Pkib chr10:57631980-57741112
Fabp7 chr10:57784880-57788450
Smpdl3a chr10:57794373-57811830
AW822073 chr10:58222971-58224930
Duxf3 chr10:58229978-58232675
Gm4981 chr10:58234847-58236701
Gcc2 chr10:58255496-58305599
Lims1 chr10:58323465-58424691
Gm23058 chr10:58349497-58349604
Ranbp2 chr10:58446851-58494155
Ccdc138 chr10:58497969-58576242
Edar chr10:58600788-58675654
BB019430 chr10:58703994-58704279
Gm25055 chr10:58704575-58704651
Gm17542 chr10:58713605-58718210
Sh3rf3 chr10:58813358-59138916
Gm27672 chr10:58965542-58965746
10-Sep chr10:59164112-59221847
Gm23223 chr10:59195698-59195825
Sowahc chr10:59221952-59226434
P4ha1 chr10:59323295-59373304
Gm10273 chr10:59395631-59396757
Pla2g12b chr10:59403659-59421976
Oit3 chr10:59422957-59441778
Mcu chr10:59446983-59616692
Gm10322 chr10:59616062-59616398
Micu1 chr10:59702476-59864132
Gm17059 chr10:59799198-59800254
Gm23803 chr10:59817665-59817797
Dnajb12 chr10:59879555-59899302
Ddit4 chr10:59949674-59951770
Anapc16 chr10:59987408-60003135
Ascc1 chr10:60002804-60099990
Spock2 chr10:60106218-60135198
Mir6906 chr10:60126775-60126833
Chst3 chr10:60181531-60219260
Gm22117 chr10:60211184-60211251
Psap chr10:60277626-60302597
Cdh23 chr10:60302747-60696490
Vsir chr10:60346850-60372684
Gm17455 chr10:60399725-60403556
Slc29a3 chr10:60712071-60752782
Unc5b chr10:60762609-60831581
Mir6408 chr10:60923022-60923113
Pldi chr10:60928225-60938132
Gm26947 chr10:60931990-60940942
Mir466j chr10:60960722-60960844
Gm20611 chr10:61031302-61038080
Gm20625 chr10:61038228-61042811
Gm20610 chr10:61046421-61051900
Pcbd1 chr10:61089342-61094328
Sgpl1 chr10:61098641-61147674
Gm44308 chr10:61125136-61125235
Tbata chr10:61171953-61188841
Adamts14 chr10:61197111-61273438
Prf1 chr10:61297835-61304263
Pald1 chr10:61319656-61383523
Nodal chr10:61417971-61425338
Eif4ebp2 chr10:61432496-61452669
D830039M14Rik chr10:61475244-61476937
Lrrc20 chr10:61475832-61582226
Gm28447 chr10:61585392-61611074
Npffr1 chr10:61595491-61628565
