Myo81F 3R:567076-2532932
sta X:1481797-1483413
snoRNA:M X:1482492-1482590
snoRNA:Me28S-G980 X:1482559-1482629
inc X:1483479-1517615
Nmdar2 X:1483625-1507809
CG14795 X:1512227-1512803
Mur2B X:1523554-1668788
snmRNA:400 X:1558349-1558400
br X:1575132-1664869
dor X:1665052-1668451
CG3740 X:1668406-1669297
hfw X:1669570-1673608
CG32809 X:1673110-1692768
CG14797 X:1681566-1684891
b6 X:1686624-1690187
CG14798 X:1692824-1693843
a6 X:1693615-1695889
CG3795 X:1708806-1710182
Scgdelta X:1735945-1754065
prage X:1773719-1853667
Adar X:1773725-1788065
mir-981 X:1788861-1788957
CG32806 X:1789566-1790418
CG14810 X:1819495-1820341
CG14811 X:1821469-1822381
CG14812 X:1857889-1858971
deltaCOP X:1859141-1861790
CG14814 X:1862009-1865835
MED18 X:1865909-1866887
Pex5 X:1866832-1869061
CG14803 X:1868870-1872408
Pgam5 X:1872400-1873565
Vps26 X:1873853-1876474
CG14817 X:1876294-1877270
CG14805 X:1877317-1879077
CG14818 X:1879019-1879774
CG14806 X:1880282-1881432
trr X:1881313-1889950
mRpL16 X:1890256-1891482
arm X:1891401-1900646
CG32803 X:1900699-1901911
CR45929 X:1900768-1901162
CR43864 X:1902028-1903733
CG32801 X:1902082-1903177
Edem1 X:1903704-1908827
mip130 X:1908239-1920318
Rbcn-3B X:1908920-1916825
eIF2Bepsilon X:1920166-1922874
Ocrl X:1922981-1927524
CG11596 X:1927683-1930517
CG3857 X:1937700-1940040
CG3587 X:1940307-1941536
Hr4 X:1941940-2007956
PIG-K X:2007911-2009364
CR45478 X:2009957-2010287
mir-2496 X:2010300-2010417
east X:2010860-2024647
Actn X:2023822-2042311
mir-4954 X:2029004-2029094
usp X:2038798-2042311
CG4313 X:2041868-2055414
CG4325 X:2042730-2043818
moody X:2044292-2050120
Sik2 X:2055310-2061915
CR44896 X:2055948-2056425
CG4281 X:2062313-2065142
CG14054 X:2065273-2066359
CR44381 X:2065455-2066106
CG4199 X:2066435-2073483
CG4194 X:2068592-2069688
CR44382 X:2071710-2072189
Rtca X:2072413-2074890
CG4045 X:2074795-2075900
CG4025 X:2076966-2078455
CG16903 X:2078343-2080405
Unc-76 X:2080610-2093948
csw X:2094234-2115701
snoRNA:Me18S-C1024 X:2101927-2102025
ph-d X:2115727-2123286
ph-p X:2126210-2138371
D2hgdh X:2141489-2144937
Pgd X:2145136-2148566
bcn92 X:2148463-2149647
wapl X:2149936-2158983
Cyp4d1 X:2159145-2162180
CG3630 X:2162196-2172281
mir-3641 X:2171086-2171154
ND-B14.5A X:2172526-2173432
Cyp4d14 X:2173415-2175315
CR45479 X:2173480-2175855
CR44690 X:2175817-2180816
Cyp4d2 X:2176006-2178728
Cyp4ae1 X:2179007-2180998
pn X:2181211-2182916
Nmd3 X:2182818-2184668
CG17776 X:2184725-2185258
CG17777 X:2186855-2187741
CG3457 X:2187820-2188919
Mct1 X:2189188-2205373
CG14053 X:2191639-2193909
CR43637 X:2200623-2201857
FarO X:2201820-2203866
SmydA-8 X:2205515-2213809
Vinc X:2214347-2222567
CG14052 X:2223754-2224969
pcx X:2225296-2238045
kz X:2237858-2242035
fs(1)K10 X:2242138-2246041
Or2a X:2246231-2247567
crn X:2247594-2249983
CG3191 X:2250145-2251993
CG3091 X:2252332-2254197
CG3078 X:2254403-2259863
temp X:2260207-2262515
CG3071 X:2262837-2264825
CG2924 X:2264657-2270761
CR45480 X:2269996-2270507
CG2918 X:2271008-2275068
Vml X:2275822-2277781
CG2865 X:2278031-2293411
Raf X:2295466-2343870
CR34052 X:2321758-2322264
CG14050 X:2324748-2326217
CG2854 X:2327128-2328941
CR33218 X:2330159-2330826
Ilp6 X:2331493-2334658
mRpL14 X:2343997-2344649
CG2841 X:2344949-2366356
PsGEF X:2367121-2387664
CG12496 X:2409365-2410901
CG32797 X:2424925-2425855
gt X:2427113-2428967
tko X:2442313-2443976
boi X:2444167-2470043
z X:2447769-2450550
trol X:2470460-2545410
mir-4955 X:2544740-2544908
Pdfr X:2552206-2578640
Vha36-3 X:2579091-2580560
CG13759 X:2580958-2583823
CG13760 X:2583745-2585699
wds X:2585980-2588217
egh X:2588503-2599111
Klp3A X:2599158-2604052
Zw10 X:2604197-2606824
Smyd3 X:2606680-2608876
eIF3g1 X:2609247-2610336
Tsp3A X:2617758-2619738
Seipin X:2619799-2622140
brv3 X:2622069-2624575
PI4KIIIalpha X:2624804-2633672
sgg X:2633952-2679553
CR45197 X:2675188-2676657
HLH3B X:2680199-2681723
CG2652 X:2681987-2682932
CR44470 X:2682829-2683845
per X:2685580-2692780
CG2650 X:2692732-2693886
CG2658 X:2694392-2698211
CG2662 X:2698701-2701033
Csat X:2701124-2703852
eIF2Bbeta X:2704571-2706217
CG2680 X:2706151-2707427
CG2681 X:2708684-2711668
CG2685 X:2711756-2713960
CG2694 X:2714079-2717654
CG2701 X:2717638-2720327
fs(1)Yb X:2720468-2724158
fs(1)Ya X:2724286-2726577
vilya X:2726678-2727568
dwg X:2727698-2730042
ttm50 X:2730077-2732190
CG2712 X:2732469-2734402
crm X:2734248-2738773
Syx4 X:2739089-2744076
kirre X:2740384-3134532
CR43494 X:2750919-2751416
CG32795 X:2782906-2790567
w X:2790599-2796466
CG12498 X:2809881-2810846
CG14416 X:2871884-2872853
CG14417 X:2875428-2876533
CG14418 X:2882226-2883661
CG14419 X:2885186-2885914
CG3526 X:2890768-2894232
CG3588 X:2919770-2924426
CG14424 X:2925884-2927258
CG32793 X:2929796-2932626
CG3592 X:2935127-2935966
CG3598 X:2937027-2938073
CG14420 X:2938856-2940527
CG14421 X:2941408-2942329
CG14422 X:2943386-2944569
CG14423 X:2945403-2946589
CG17959 X:2947094-2947580
CG3603 X:2948034-2949120
rst X:2950399-2973834
CG4116 X:3066615-3067562
N X:3134870-3172221
CG18508 X:3172268-3173140
Fcp3C X:3173376-3174474
CG3939 X:3175018-3176223
dnc X:3176440-3343767
CG14265 X:3236130-3236686
ng2 X:3240026-3240571
ng3 X:3241491-3242084
ng1 X:3242412-3242934
ng4 X:3243954-3244220
Pig1 X:3248600-3249289
Sgs4 X:3250089-3251040
CR44886 X:3313333-3348400
CG10793 X:3314744-3316402
CR46243 X:3363686-3364060
CR44999 X:3373159-3522787
Myc X:3373159-3391697
CG12535 X:3387944-3448943
tRNA:Gln-TTG-2-1 X:3427452-3427523
CG14269 X:3434943-3435807
CG16782 X:3459016-3460240
CG10801 X:3460592-3462500
CG16781 X:3462474-3464044
CG12206 X:3465737-3474524
CG10804 X:3476463-3482322
CG10802 X:3482965-3484555
CG14270 X:3484605-3485378
CG10803 X:3485650-3490915
Gas8 X:3491011-3504851
DIP-alpha X:3507245-3571649
CG13021 X:3514316-3515757
MRE16 X:3545750-3546110
ppk8 X:3557812-3572000
CG2875 X:3571456-3573622
AstA-R1 X:3574536-3666724
Ilp7 X:3667621-3668845
Parg X:3668837-3671502
Mnt X:3671801-3701672
CR45102 X:3701857-3703285
Rala X:3704610-3719635
Tlk X:3720007-3789770
mir-4962 X:3777382-3777505
HIP-R X:3789969-3792477
CR44117 X:3792974-3793401
Crg-1 X:3793223-3797339
CR42499 X:3793464-3794660
CR33221 X:3797497-3799028
HIP X:3799150-3801570
CR44118 X:3802067-3802494
fd3F X:3802316-3811040
ec X:3811698-3857621
tRNA:Gln-CTG-2-1 X:3819699-3819770
tRNA:Pro-CGG-3-1 X:3827622-3827693
CG2901 X:3828197-3831546
roX1 X:3857230-3862697
yin X:3862966-3871939
CG2930 X:3868973-3880379
VhaAC39-1 X:3880748-3882967
CG15239 X:3884168-3890486
CG42541 X:3891497-3930578
CG2938 X:3932000-3936469
CG2941 X:3936517-3940582
CG32786 X:3940847-3944265
CG32783 X:3945043-3948460
Vap33 X:3948975-3955442
lva X:3955543-3965327
CG6428 X:3965435-3968655
CG6414 X:3968788-3971350
CR45481 X:3968933-3972054
CR43298 X:4001210-4001607
CR45482 X:4047596-4049204
CR46247 X:4062859-4064506
CG43689 X:4075978-4092237
CG6379 X:4097592-4101031
CG15375 X:4101318-4102995
Xpac X:4102955-4104197
brn X:4104342-4105791
cib X:4106113-4110981
Nsun2 X:4111156-4113734
dgt4 X:4113701-4114929
Tip60 X:4114800-4117487
tyf X:4117020-4130016
GlcAT-I X:4131211-4132833
Fas2 X:4132887-4206093
CG43288 X:4213025-4213421
CG15571 X:4216873-4217394
CG15570 X:4218170-4223331
Femcoat X:4241887-4242826
Muc4B X:4244095-4246139
CG43134 X:4247313-4247785
CG43135 X:4248377-4248657
CG15576 X:4251870-4252790
CG12691 X:4266097-4266669
CG15572 X:4268701-4271083
CR45483 X:4275234-4275964
CG15577 X:4276493-4277000
CG15578 X:4277547-4277961
CG12692 X:4300117-4302346
CG15579 X:4311279-4311799
CR44957 X:4311989-4315059
CR46156 X:4313626-4314216
mei-9 X:4314230-4318801
CG2982 X:4319438-4321745
mRpL33 X:4321764-4322231
norpA X:4322626-4365408
CG12693 X:4327080-4329457
mir-982 X:4365806-4365898
mir-303 X:4366179-4366248
CG3626 X:4366417-4371136
mir-983-1 X:4368309-4368399
mir-983-2 X:4368483-4368581
mir-984 X:4368646-4368735
CR43614 X:4368786-4373471
CR45484 X:4373981-4377716
CG12688 X:4380758-4382466
CR32773 X:4387676-4611385
bi X:4412856-4485647
CG3556 X:4530231-4535464
rb X:4535635-4540626
CHOp24 X:4540908-4542506
CG3568 X:4542630-4544497
Usf X:4544617-4548794
CG15912 X:4549070-4549957
CG11436 X:4549883-4551878
CG3527 X:4551973-4553006
CG11444 X:4553117-4554398
CG3546 X:4558072-4560317
CG12684 X:4570991-4571929
peb X:4617564-4627206
CG12184 X:4627380-4630936
CG12179 X:4631052-4636004
pon X:4636318-4639112
CG3081 X:4639259-4643987
CG3062 X:4641269-4644868
HLH4C X:4645127-4647414
mRpL30 X:4647871-4648646
Torsin X:4648592-4650032
Cbp80 X:4650015-4658259
CG15473 X:4651955-4654497
CG3009 X:4658158-4666700
fzr X:4667290-4679537
Pp2C1 X:4679988-4686903
ctp X:4687800-4702034
l(1)G0334 X:4702284-4705265
CG7024 X:4705309-4707504
Proc-R X:4707916-4729487
CG15472 X:4768727-4770137
Klf15 X:4770557-4771588
CR45515 X:4775033-4775232
CG2871 X:4775984-4777375
CG15471 X:4782201-4782789
CG6978 X:4784075-4786059
CG2861 X:4797231-4804862
CR45516 X:4805459-4805683
CG12682 X:4825974-4826833
CG42594 X:4840833-4906575
CR43495 X:4874000-4874382
boil X:4875670-4877263
CG6927 X:4906900-4908821
CG32772 X:4909102-4915161
CG4041 X:4915280-4918447
CG6903 X:4918730-4921648
hpRNA:CR46342 X:4921677-4928133
CG44774 X:4921678-4938105
Ptp4E X:4939128-4955916
CR44833 X:4956646-5063868
CG15468 X:4959929-4961128
CR45792 X:4985671-4986397
CG12680 X:4997441-4998388
ovo X:5048273-5070929
CG32767 X:5071027-5084768
rg X:5085759-5254864
CG15465 X:5085759-5254864
Rpn13R X:5131898-5132985
CG5062 X:5180182-5182369
CR44834 X:5188171-5188797
CG42749 X:5296066-5306288
CG3323 X:5302988-5305691
CG17764 X:5306261-5307417
Cdk7 X:5307465-5308983
snf X:5309242-5310501
TrxT X:5310581-5311888
dhd X:5312171-5313125
CG4198 X:5313258-5315190
CG15930 X:5315130-5317295
Sas10 X:5317409-5319071
Rnp4F X:5318928-5322696
Mcm3 X:5323855-5326738
CG3309 X:5326675-5329347
XRCC1 X:5329876-5332435
CanB X:5332499-5334449
SK X:5340236-5405138
NAAT1 X:5405238-5410849
spoon X:5412386-5420867
Usp16-45 X:5421533-5427219
CG16756 X:5427517-5428217
CR45517 X:5428483-5429256
CG15784 X:5429571-5432526
CR44471 X:5433439-5435797
SPR X:5446656-5494012
frma X:5493014-5496052
CG32762 X:5500208-5501229
CG4151 X:5501476-5502782
CR45519 X:5506509-5507255
CG12730 X:5516608-5518771
CR45518 X:5516993-5517500
snoRNA:Psi28S-3342 X:5524302-5524465
Vsx2 X:5528927-5560183
Vsx1 X:5594255-5612865
CG34435 X:5613325-5614467
CG34434 X:5614554-5616370
RhoGAP5A X:5616572-5618806
Mlc-c X:5619136-5622539
mir-3645 X:5622280-5622416
l(1)G0045 X:5622648-5625493
CG42492 X:5625676-5648487
CG42265 X:5650567-5662861
CR45520 X:5663114-5665605
Sirt4 X:5664628-5665940
CG4119 X:5666052-5670652
Rab18 X:5670827-5671812
RpL35 X:5672401-5673547
Tre1 X:5673830-5679977
Gr5a X:5680617-5682488
CR44958 X:5680627-5682127
CG42449 X:5683240-5684456
PGAP1 X:5685253-5689473
CR45525 X:5689852-5691172
cv X:5690002-5693084
CG3149 X:5692945-5695205
CR42794 X:5697123-5697660
CG4096 X:5698557-5708633
CG33080 X:5708559-5717778
CG32758 X:5719374-5738031
CG15773 X:5732740-5734614
IntS6 X:5738663-5747254
CG4078 X:5747747-5752077
CG15772 X:5752249-5754041
lin-52 X:5753390-5754958
CR45528 X:5755492-5756710
CG15771 X:5755574-5759751
MAPk-Ak2 X:5759908-5764203
CG42699 X:5764553-5789576
CG3097 X:5765855-5770780
CG42264 X:5773023-5776647
CG3108 X:5777195-5781620
CG15767 X:5789487-5790919
mir-4963 X:5790753-5790861
CR44832 X:5790952-5791536
CG12239 X:5792140-5794543
Cpr5C X:5804677-5805344
Prosbeta2R1 X:5808954-5810158
CR45529 X:5810492-5811006
CG44329 X:5812273-5812977
CG15766 X:5814864-5815820
CG15765 X:5818559-5840823
CR43264 X:5831898-5832215
tRNA:Glu-CTC-6-1Psi X:5832298-5832368
CG12729 X:5845280-5846106
CG43136 X:5853761-5854464
CG43137 X:5864550-5865151
CG15764 X:5869095-5870266
GAA1 X:5870841-5873357
mof X:5873840-5876853
Usp30 X:5877000-5879787
CG16721 X:5879869-5883391
CR45668 X:5882480-5899989
Act5C X:5900861-5905399
CG4020 X:5905746-5908001
CG12236 X:5908135-5913079
Shmt X:5913067-5916797
CR44108 X:5914363-5914649
CG3726 X:5917097-5941852
CG12728 X:5942606-5945250
CG32756 X:5945682-5948353
CG6041 X:5948160-5950208
CG32755 X:5950251-5951711
CG6048 X:5952565-5954046
CG6067 X:5955629-5958283
fs(1)M3 X:5958207-5964247
Grip X:5966279-5986699
CG5966 X:5988791-5992640
CG4766 X:5997508-6000797
CR44498 X:6001511-6005713
mab-21 X:6008183-6013181
CR44499 X:6013708-6014019
rux X:6035753-6037800
MCTS1 X:6037892-6039576
CG5937 X:6040005-6050381
CG5921 X:6050828-6065646
CG43115 X:6065729-6066416
CG5928 X:6067958-6069264
Tsp5D X:6069131-6074857
CG4666 X:6076072-6077786
CG4660 X:6078708-6081372
raptor X:6082634-6090201
Mipp2 X:6082709-6091471
CR44959 X:6089878-6090648
Nep1 X:6091205-6103971
Ca-alpha1T X:6104085-6192483
CG32750 X:6194737-6196439
CG32751 X:6196580-6198654
CG43090 X:6199216-6199891
vanin-like X:6200188-6202559
Btnd X:6217268-6219327
Efr X:6219957-6222719
sqh X:6223061-6225140
dtn X:6225647-6236218
CG14445 X:6237315-6240558
Rbcn-3A X:6240745-6255487
Spx X:6255822-6257596
schlank X:6257668-6267228
CG3781 X:6261169-6262119
Spt6 X:6267797-6274984
CG3566 X:6274972-6276724
Ubi-p5E X:6276876-6279647
CR45530 X:6279680-6280012
CR32745 X:6280233-6280752
CG11700 X:6282037-6283575
Top3beta X:6284138-6287990
wuho X:6288100-6289562
Rpt4 X:6289470-6291245
mldr X:6291303-6294177
CG15892 X:6293106-6294343
CG15891 X:6294517-6295345
CG3815 X:6295389-6298970
CG12219 X:6299054-6301285
CG3823 X:6303975-6306745
CG15894 X:6309212-6329828
CG42240 X:6330842-6333028
CG3842 X:6337762-6343731
CG3847 X:6347103-6349236
ND-B16.6 X:6349016-6350401
kdn X:6350629-6361323
swaPsi X:6361496-6363310
swa X:6363418-6365708
Marf X:6365949-6370924
CR44816 X:6370578-6371026
PpV X:6371065-6372915
CG33664 X:6384220-6384899
CG33669 X:6399455-6400100
CG33668 X:6418760-6419434
CG42340 X:6423123-6524323
CG33667 X:6471673-6472378
CG33666 X:6476243-6476967
CG33665 X:6478138-6478849
tRNA:Phe-GAA-1-1 X:6516974-6517046
CG3918 X:6524464-6526342
CG3342 X:6526106-6527888
Spat X:6528948-6530726
RpL7A X:6530897-6533348
snoRNA:Or-CD10 X:6531635-6531701
dx X:6533999-6538575
CG34417 X:6540771-6589173
CG17717 X:6589290-6590646
Pat1 X:6590776-6596954
CR43832 X:6592533-6593069
APC7 X:6597088-6599699
pigs X:6600062-6653015
CG14443 X:6633959-6636169
CR44817 X:6637123-6637548
CG3226 X:6653113-6654248
Cdc7 X:6654541-6659709
CG3224 X:6660552-6661462
Ctr1A X:6661647-6668258
CG3198 X:6668539-6673973
Mcm6 X:6674387-6677176
ND-ASHI X:6677262-6679118
l(1)G0255 X:6678424-6681845
CG4095 X:6681767-6683696
Pink1 X:6683798-6687302
CG44303 X:6686963-6687420
CG3184 X:6687596-6688774
CG14442 X:6689296-6695007
CG14440 X:6695866-6698567
CG14441 X:6699508-6719389
CG3168 X:6720004-6739986
CR43461 X:6732717-6735917
RpL17 X:6741537-6744238
snoRNA:Psi28S-3436b X:6742349-6742491
snoRNA:Psi28S-3436a X:6742686-6742826
snoRNA:Psi28S-1060 X:6742852-6743001
snoRNA:Psi28S-1232 X:6743675-6743815
tRNA:Phe-GAA-1-2 X:6744471-6744543
CR44895 X:6744879-6746423
CR44964 X:6746399-6748020
CG14439 X:6747544-6755752
CG14438 X:6756322-6770712
CR43496 X:6758610-6759491
COQ7 X:6771225-6773039
shf X:6771463-6779659
C3G X:6780790-6803593
pod1 X:6803684-6813830
iav X:6813978-6818156
Nf-YC X:6818178-6820919
xit X:6821016-6822840
Atx-1 X:6823204-6824203
nonC X:6824496-6838122
mAChR-C X:6831397-6832684
CG14435 X:6838174-6843921
CG4557 X:6844341-6847847
Cht11 X:6847877-6849517
CG4558 X:6849770-6851884
CG14434 X:6851909-6867194
CR45531 X:6860339-6863235
CG43736 X:6863888-6881580
CG14431 X:6908277-6968829
CR4575 X:6950510-6951266
CR32733 X:6952336-6952809
CG32732 X:6958032-6968750
CG4586 X:6969918-6972265
CG3040 X:6972324-6973393
ogre X:6973620-6991318
CR44084 X:6983971-6984498
bou X:6986486-6987188
Inx7 X:6991612-6993612
CR43837 X:6995882-6997799
Inx2 X:6998672-7004151
cm X:7009006-7011145
CG42308 X:7011357-7012137
CG32736 X:7011357-7012137
CG3032 X:7012239-7013881
CG4593 X:7013887-7015009
CG12541 X:7021608-7066052
CG14427 X:7040603-7041769
nullo X:7049476-7050321
CG4607 X:7069413-7072689
Sxl X:7074550-7098053
mir-4956 X:7085737-7085853
CG4615 X:7098578-7102300
CG4617 X:7102555-7104491
CG8300 X:7104885-7106345
fz4 X:7106272-7110321
CR45532 X:7120374-7120741
CR46245 X:7134517-7135480
CG9650 X:7137723-7241932
CR32730 X:7145600-7149850
CR44357 X:7166451-7405797
CG1958 X:7266904-7267883
CG1677 X:7281089-7405797
CG2059 X:7286358-7288117
unc-119 X:7288367-7291298
brk X:7307939-7311132
Atg5 X:7314622-7323770
Dok X:7324214-7328806
CG18155 X:7329046-7331255
CG42780 X:7331265-7332191
CBP X:7337352-7342731
CG15034 X:7346259-7347506
CG1999 X:7358796-7360058
CheA7a X:7378140-7378953
CG42781 X:7382733-7382990
CG15035 X:7401698-7403174
CG32727 X:7407208-7407854
CG42246 X:7411267-7411906
CG42704 X:7412668-7413296
CG42705 X:7413869-7414662
CG34337 X:7417253-7417693
CG9657 X:7418594-7422142
CG15036 X:7424527-7424842
CG32726 X:7425220-7425743
CR45533 X:7445387-7450119
CR43199 X:7450383-7452199
CG11368 X:7452209-7452643
CG43198 X:7452694-7453336
CR44500 X:7460409-7461088
CR45534 X:7487552-7488336
CR43278 X:7488953-7493276
CR43279 X:7494544-7495497
CR43835 X:7500443-7501383
CG32719 X:7508651-7547992
CG43138 X:7528304-7528796
CG32720 X:7535625-7536959
CR44501 X:7555778-7557844
CR44502 X:7562905-7563485
CG11369 X:7574290-7576767
CG12689 X:7585303-7586131
ct X:7609148-7678859
CR45667 X:7679331-7679621
CR45666 X:7679968-7680520
CR45665 X:7681002-7681278
CHES-1-like X:7682338-7709385
CR43287 X:7707775-7708587
CG15478 X:7712783-7717932
Hira X:7722119-7725917
NELF-B X:7725996-7728361
CG12155 X:7728755-7731729
Pdp X:7731779-7734651
Rab39 X:7734923-7736756
Tom40 X:7736893-7739978
Ir7a X:7764982-7766826
CG34338 X:7768737-7769161
CG32718 X:7778205-7779370
CG1402 X:7826197-7842679
CG10920 X:7852481-7854244
CG1409 X:7858173-7858794
Ir7b X:7864948-7866968
dec-1 X:7867161-7873222
CR43615 X:7872827-7873640
Ir7c X:7874394-7876847
Ir7d X:7876963-7878836
Ir7e X:7879800-7881679
Ir7f X:7881939-7884026
Ir7g X:7884660-7886976
CG10932 X:7887130-7888785
Nek2 X:7889066-7891646
ND-MNLL X:7893053-7893798
CG45089 X:7893053-7893798
p115 X:7894031-7896991
CR11386 X:7897250-7897987
CR33222 X:7898438-7901302
RpS6 X:7899624-7901331
snoRNA:Or-aca2 X:7901062-7901203
bys X:7901880-7903643
dpr14 X:7903704-7908286
spidey X:7908931-7911885
snz X:7912089-7918444
hdm X:7918517-7920131
Ykt6 X:7920409-7921966
mahe X:7922158-7931382
CG10778 X:7931745-7933351
RpS14a X:7933742-7934677
RpS14b X:7934898-7935792
Ubr3 X:7935896-7953883
l(1)G0193 X:7941478-7946908
CG15332 X:7953852-7955990
CG15330 X:7956064-7956702
sws X:7956820-7968236
CR45620 X:7959274-7960898
sn X:7964024-7986601
Tbh X:7995697-8027394
CG15333 X:8019523-8021345
CG2233 X:8035741-8037517
fs(1)h X:8037808-8061436
mys X:8061645-8070237
Upf2 X:8070244-8075466
CG1571 X:8075877-8078240
CG2254 X:8078350-8081605
CG2256 X:8084018-8087213
CR45535 X:8084256-8085765
UbcE2H X:8087544-8094064
CG2258 X:8094250-8102095
Gclc X:8102181-8116147
CG1575 X:8117012-8119130
CG2260 X:8119082-8121147
cyr X:8121280-8135713
CG2116 X:8129812-8131783
CG10958 X:8132285-8134967
CG2120 X:8135824-8137046
Smox X:8137041-8142279
CG17982 X:8142550-8143835
alpha-PheRS X:8143904-8145602
CG2129 X:8145839-8147855
CG15336 X:8147949-8148705
CG10959 X:8148783-8150686
Gbeta5 X:8150731-8152275
CG18262 X:8152948-8154533
Traf6 X:8154599-8157386
GIIIspla2 X:8157628-8159348
CG15337 X:8160054-8161552
CG10761 X:8161540-8162792
CR45536 X:8163301-8163580
Or7a X:8164266-8165708
CG2278 X:8165833-8170266
slpr X:8170229-8177185
sdt X:8178549-8240474
CG2147 X:8240684-8241483
sni X:8241501-8244016
Trxr-1 X:8242528-8248033
ND-75 X:8248651-8251687
